Nome_da_Empresa,Status_do_Foguete,Custo_da_Missao,Status_da_Missao,Pais,Estado_Regiao,Ano,Mes,Dia,Hora,Modelo_Foguete,Carga_Util,Pais_Mapa,Status_da_Missao_Num,Status_do_Foguete_Num
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1971,7,28,3,Molniya-M /Block L,Molniya-1 n†­20,Russia,3,0
NASA,StatusRetired,1160.0,Success,USA,Florida,1971,7,26,13,Saturn V,Apollo 15,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1971,7,23,11,Voskhod,Cosmos 430,Russia,3,0
RVSN USSR,StatusRetired,150.0,Failure,Russia,Plesetsk Cosmodrome,1971,7,22,13,Cosmos-3M (11K65M),Tselina-OM #10,Russia,0,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1971,7,20,10,Voskhod,Cosmos 429,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1971,7,16,1,Vostok-2M,Meteor n†­20,Russia,3,0
RVSN USSR,StatusRetired,150.0,Failure,Kazakhstan,Baikonur Cosmodrome,1971,6,26,23,N1-L3,6L (Test flight),Kazakhstan,0,0
RVSN USSR,StatusRetired,150.0,Failure,Russia,Plesetsk Cosmodrome,1971,6,25,10,Voskhod,Zenit-4M n†­17,Russia,0,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1971,6,24,7,Voskhod,Cosmos 428,Kazakhstan,3,0
Martin Marietta,StatusRetired,35.0,Success,USA,California,1971,6,15,18,Titan IIID,KH-9,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1971,6,12,5,Soyuz L,Cosmos 434 (T2K Lunar Lander),Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1971,6,11,10,Voskhod,Cosmos 427,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1971,6,6,4,Soyuz,Soyuz 11,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1971,,,,Cosmos-3M (11K65M),Cosmos 426,Russia,3,0
General Dynamics,StatusRetired,150.0,Success,USA,Florida,1971,5,30,22,Atlas-SLV3C Centaur-D,Mariner 9,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1971,5,29,3,Cosmos-3M (11K65M),Cosmos 425,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1971,5,28,15,Proton K/Block D,Mars-3,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1971,5,28,10,Voskhod,Cosmos 424,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1971,5,27,11,Cosmos-2I (63SM),Cosmos 423,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1971,5,22,0,Cosmos-3M (11K65M),Cosmos 422,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1971,5,19,16,Proton K/Block D,Mars-2,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1971,5,19,10,Cosmos-2I (63SM),Cosmos 421,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1971,5,18,8,Voskhod,Cosmos 420,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1971,5,10,16,Proton K/Block D,Cosmos 419,Kazakhstan,3,0
General Dynamics,StatusRetired,150.0,Failure,USA,Florida,1971,5,9,1,Atlas-SLV3C Centaur-D,Mariner 8,United States,0,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1971,5,7,14,Cosmos-3M (11K65M),Cosmos 411 to 418,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1971,5,6,6,Voskhod,Cosmos 410,Kazakhstan,3,0
Martin Marietta,StatusRetired,35.0,Success,USA,Florida,1971,5,5,7,Titan III(23)C,DSP-2,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1971,4,28,14,Cosmos-3M (11K65M),Cosmos 409,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1971,4,24,11,Cosmos-2I (63SM),Cosmos 408,Russia,3,0
ASI,StatusRetired,150.0,Success,Kenya,San Marco Launch Platform,1971,4,24,7,Scout B,San Marco 3,Kenya,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1971,4,22,23,Soyuz,Soyuz 10,Kazakhstan,3,0
US Air Force,StatusRetired,59.0,Success,USA,California,1971,4,22,15,Titan III(23)B,OPS 7899,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Kapustin Yar,1971,4,22,4,Cosmos-3MRB (65MRB),BOR-2 Shuttle,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1971,4,19,1,Proton K,Saliout-1,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1971,4,17,11,Vostok-2M,Meteor n†­19,Russia,3,0
CNES,StatusRetired,150.0,Success,France,French Guiana,1971,4,15,9,Diamant B,Tournesol,France,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1971,4,14,8,Voskhod,Cosmos 406,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1971,4,7,7,Vostok-2M,Cosmos 405,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1971,4,2,8,Voskhod,Cosmos 403,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1971,4,1,11,Tsyklon-2,Cosmos 402,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1971,3,27,10,Voskhod,Cosmos 401,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1971,3,23,11,Cosmos-3M (11K65M),Cosmos 407,Russia,3,0
Martin Marietta,StatusRetired,35.0,Success,USA,California,1971,3,21,3,Titan-III(33)B Agena-D,Jumpseat 1,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1971,3,18,21,Cosmos-3M (11K65M),Cosmos 400,Russia,3,0
RVSN USSR,StatusRetired,150.0,Failure,Russia,Kapustin Yar,1971,3,5,8,Cosmos-2I (63SM),DS-P1-You #39,Russia,0,0
RVSN USSR,StatusRetired,150.0,Failure,Russia,Plesetsk Cosmodrome,1971,3,5,1,Voskhod,Zenit-2M n†­17,Russia,0,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1971,3,4,14,Tsyklon-2,Cosmos 404,Kazakhstan,3,0
CASC,StatusRetired,30.8,Success,China,Jiuquan Satellite Launch Center,1971,3,3,12,Long March 1,Shijian 1,China,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1971,3,3,9,Voskhod,Cosmos 399,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1971,2,26,5,Soyuz L,Cosmos 398 (T2K Lunar Lander),Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1971,2,25,11,Tsyklon-2,Cosmos 397,Kazakhstan,3,0
ISAS,StatusRetired,150.0,Success,Japan,Uchinoura Space Center,1971,2,21,5,Mu-III C,Hakucho,Japan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1971,2,18,13,Voskhod,Cosmos 396,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1971,2,17,21,Cosmos-3M (11K65M),Cosmos 395,Russia,3,0
ISAS,StatusRetired,150.0,Success,Japan,Uchinoura Space Center,1971,2,16,4,Mu-IV S,Tansei 1,Japan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1971,2,9,18,Cosmos-3M (11K65M),Cosmos 394,Russia,3,0
NASA,StatusRetired,1160.0,Success,USA,Florida,1971,1,31,21,Saturn V,Apollo 14,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1971,1,26,12,Cosmos-2I (63SM),Cosmos 393,Russia,3,0
General Dynamics,StatusRetired,150.0,Success,USA,Florida,1971,1,26,0,Atlas-SLV3C Centaur-D,Intelsat 4 F2,United States,3,0
US Air Force,StatusRetired,59.0,Success,USA,California,1971,1,21,18,Titan III(23)B,OPS 7776,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1971,1,21,8,Voskhod,Cosmos 392,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1971,1,20,11,Vostok-2M,Meteor n†­18,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1971,1,14,12,Cosmos-2I (63SM),Cosmos 391,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1971,1,12,9,Voskhod,Cosmos 390,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1970,12,25,3,Molniya-M /Block L,Molniya-1 n†­22,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Failure,Russia,Plesetsk Cosmodrome,1970,12,22,21,Cosmos-3M (11K65M),DS-P1-M #1,Russia,0,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1970,12,18,16,Vostok-2M,Cosmos 389,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1970,12,18,9,Cosmos-2I (63SM),Cosmos 388,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1970,12,16,4,Cosmos-3M (11K65M),Cosmos 387,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1970,12,15,10,Voskhod,Cosmos 386,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1970,12,12,13,Cosmos-3M (11K65M),Cosmos 385,Russia,3,0
CNES,StatusRetired,150.0,Success,France,French Guiana,1970,12,12,12,Diamant B,P??ole,France,3,0
ASI,StatusRetired,150.0,Success,Kenya,San Marco Launch Platform,1970,12,12,10,Scout B,Explorer 42,Kenya,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1970,12,10,11,Voskhod,Cosmos 384,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1970,12,3,13,Voskhod,Cosmos 383,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1970,12,2,17,Proton K/Block D,Cosmos 382 (L1E),Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1970,12,2,4,Cosmos-3M (11K65M),Cosmos 381,Russia,3,0
General Dynamics,StatusRetired,150.0,Failure,USA,Florida,1970,11,30,22,Atlas-SLV3C Centaur-D,OAO-B,United States,0,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1970,11,27,15,Molniya-M /Block L,Molniya-1 n†­23,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1970,11,24,10,Cosmos-2I (63SM),Cosmos 380,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1970,11,24,5,Soyuz L,Cosmos 379 (T2K Lunar Lander),Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1970,,,,Cosmos-3M (11K65M),Cosmos 378,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1970,11,11,9,Voskhod,Cosmos 377,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1970,11,10,14,Proton K/Block D,Luna-17,Kazakhstan,3,0
Martin Marietta,StatusRetired,35.0,Partial Failure,USA,Florida,1970,11,6,10,Titan III(23)C,OPS-5960 (IMEWS-1/DSP-1),United States,2,0
RAE,StatusRetired,150.0,Failure,Australia,RAAF Woomera Range Complex,1970,11,2,0,Black Arrow,Orba,Australia,0,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1970,10,30,13,Voskhod,Cosmos 376,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1970,10,30,2,Tsyklon-2,Cosmos 375,Kazakhstan,3,0
US Air Force,StatusRetired,59.0,Success,USA,California,1970,10,23,17,Titan III(23)B,OPS 7568,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1970,10,23,4,Tsyklon-2,Cosmos 374,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1970,10,20,19,Proton K/Block D,Zond-8,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1970,10,20,5,Tsyklon-2,Cosmos 373,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1970,10,16,15,Cosmos-3M (11K65M),Cosmos 372,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1970,10,15,11,Vostok-2M,Meteor n†­17,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1970,10,14,11,Cosmos-2I (63SM),Intercosmos-4,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1970,10,12,13,Cosmos-3M (11K65M),Cosmos 371,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1970,10,9,11,Voskhod,Cosmos 370,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1970,10,8,15,Cosmos-2I (63SM),Cosmos 369,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1970,10,8,12,Voskhod,Cosmos 368,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1970,10,3,10,Tsyklon-2,Cosmos 367,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1970,10,1,8,Voskhod,Cosmos 366,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1970,9,29,8,Molniya-M /Block L,Molniya-1 n†­19,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1970,9,25,14,Tsyklon,Cosmos 365,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1970,9,22,13,Voskhod,Cosmos 364,Russia,3,0
ISAS,StatusRetired,150.0,Failure,Japan,Uchinoura Space Center,1970,9,22,5,Mu-IV S,Shinsei,Japan,0,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1970,9,17,8,Voskhod,Cosmos 363,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1970,9,16,12,Cosmos-2I (63SM),Cosmos 362,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1970,9,12,13,Proton K/Block D,Luna-16,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1970,9,8,10,Voskhod,Cosmos 361,Russia,3,0
General Dynamics,StatusRetired,150.0,Success,USA,Florida,1970,9,1,1,Atlas-SLV3A Agena-D,AFP-827 (Canyon-3),United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1970,8,29,8,Voskhod,Cosmos 360,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Partial Failure,Kazakhstan,Baikonur Cosmodrome,1970,8,22,5,Molniya-M /Block NVL,Cosmos 359,Kazakhstan,2,0
RVSN USSR,StatusRetired,150.0,Partial Failure,Russia,Plesetsk Cosmodrome,1970,8,20,14,Cosmos-3M (11K65M),Cosmos 358,Russia,2,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1970,8,19,14,Cosmos-2I (63SM),Cosmos 357,Russia,3,0
US Air Force,StatusRetired,59.0,Success,USA,California,1970,8,18,14,Titan III(23)B,OPS 7874,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1970,8,17,5,Molniya-M /Block NVL,Venera 7,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1970,8,10,19,Cosmos-2I (63SM),Cosmos 356,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1970,8,7,9,Voskhod,Cosmos 355,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Kapustin Yar,1970,8,7,2,Cosmos-2I (63SM),Intercosmos-3,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Kapustin Yar,1970,7,31,2,Cosmos-3MRB (65MRB),BOR-2 Shuttle,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1970,7,28,22,Tsyklon,Cosmos 354,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Failure,Russia,Plesetsk Cosmodrome,1970,7,21,12,Voskhod,Zenit-4 n†­75,Russia,0,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1970,7,9,13,Voskhod,Cosmos 353,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1970,7,7,10,Voskhod,Cosmos 352,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Failure,Russia,Plesetsk Cosmodrome,1970,6,27,16,Cosmos-3M (11K65M),Strela-2M satellite,Russia,0,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1970,6,27,7,Cosmos-2I (63SM),Cosmos 351,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1970,6,26,12,Voskhod,Cosmos 350,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1970,6,26,3,Molniya-M /Block L,Molniya-1 n†­21,Russia,3,0
US Air Force,StatusRetired,59.0,Success,USA,California,1970,6,25,14,Titan III(23)B,OPS 6820,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1970,6,23,14,Vostok-2M,Meteor n†­16,Russia,3,0
General Dynamics,StatusRetired,150.0,Success,USA,Florida,1970,6,19,11,Atlas-SLV3A Agena-D,AFP-720 (Rhyolite-1),United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1970,6,17,12,Voskhod,Cosmos 349,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1970,6,13,4,Cosmos-2I (63SM),Cosmos 348,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Kapustin Yar,1970,6,12,9,Cosmos-2I (63SM),Cosmos 347,Russia,3,0
CECLES,StatusRetired,150.0,Failure,Australia,RAAF Woomera Range Complex,1970,6,12,6,Europa 1,STV-3,Australia,0,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1970,6,10,9,Voskhod,Cosmos 346,Kazakhstan,3,0
Roscosmos,StatusRetired,48.5,Success,Kazakhstan,Baikonur Cosmodrome,1970,6,1,19,Soyuz,Soyuz 9,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Failure,Russia,Plesetsk Cosmodrome,1970,5,22,12,Cosmos-2I (63SM),DS-P1-You #36,Russia,0,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1970,5,20,9,Voskhod,Cosmos 345,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1970,5,12,10,Voskhod,Cosmos 344,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1970,4,28,10,Vostok-2M,Meteor n†­15,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1970,4,25,17,Cosmos-3M (11K65M),Cosmos 336 to 343,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Kapustin Yar,1970,4,24,22,Cosmos-2I (63SM),Cosmos 335,Russia,3,0
CASC,StatusRetired,30.8,Success,China,Jiuquan Satellite Launch Center,1970,4,24,13,Long March 1,Dong Fang Hong 1,China,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1970,4,23,13,Cosmos-2I (63SM),Cosmos 334,Russia,3,0
US Air Force,StatusRetired,59.0,Success,USA,California,1970,4,15,15,Titan III(23)B,OPS 2863,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1970,4,15,9,Voskhod,Cosmos 333,Russia,3,0
NASA,StatusRetired,1160.0,Success,USA,Florida,1970,4,11,19,Saturn V,Apollo 13,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1970,4,11,17,Cosmos-3M (11K65M),Cosmos 332,Russia,3,0
Martin Marietta,StatusRetired,35.0,Success,USA,Florida,1970,4,8,10,Titan IIIC,Vela 11 & 12,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1970,4,8,10,Voskhod,Cosmos 331,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1970,4,7,11,Cosmos-3M (11K65M),Cosmos 330,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1970,4,3,8,Voskhod,Cosmos 329,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1970,3,27,11,Voskhod,Cosmos 328,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1970,3,18,14,Cosmos-2I (63SM),Cosmos 327,Russia,3,0
RVSN USSR,StatusRetired,150.0,Partial Failure,Russia,Plesetsk Cosmodrome,1970,3,17,11,Vostok-2M,Meteor n†­14,Russia,2,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1970,3,13,8,Voskhod,Cosmos 326,Russia,3,0
CNES,StatusRetired,150.0,Success,France,French Guiana,1970,3,10,15,Diamant B,WIKA & MIKA,France,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1970,3,4,12,Voskhod,Cosmos 325,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1970,2,27,17,Cosmos-2I (63SM),Cosmos 324,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1970,2,17,18,Molniya-M /Block L,Molniya-1 n†­17,Russia,3,0
UT,StatusRetired,150.0,Success,Japan,Uchinoura Space Center,1970,2,11,4,Lambda-IV S,Osumi,Japan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1970,2,10,12,Voskhod,Cosmos 323,Russia,3,0
RVSN USSR,StatusRetired,150.0,Failure,Kazakhstan,Baikonur Cosmodrome,1970,2,6,4,Proton K/Block D,Luna-16c,Kazakhstan,0,0
RVSN USSR,StatusRetired,150.0,Failure,Russia,Plesetsk Cosmodrome,1970,1,30,15,Cosmos-2I (63SM),DS-P1-I #6,Russia,0,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1970,1,21,12,Voskhod,Cosmos 322,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1970,1,20,20,Cosmos-2I (63SM),Cosmos 321,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Kapustin Yar,1970,1,16,10,Cosmos-2I (63SM),Cosmos 320,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1970,1,15,13,Cosmos-2I (63SM),Cosmos 319,Russia,3,0
US Air Force,StatusRetired,59.0,Success,USA,California,1970,1,14,18,Titan III(23)B,OPS 6531,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1970,1,9,9,Voskhod,Cosmos 318,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Failure,Russia,Plesetsk Cosmodrome,1969,12,27,14,Cosmos-3M (11K65M),Ionosfernaya #1,Russia,0,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Kapustin Yar,1969,12,25,9,Cosmos-2I (63SM),Intercosmos-2,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1969,12,23,13,Voskhod,Cosmos 317,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1969,12,23,9,Tsyklon-2,Cosmos 316,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1969,12,20,3,Cosmos-3M (11K65M),Cosmos 315,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1969,12,11,12,Cosmos-2I (63SM),Cosmos 314,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1969,12,3,13,Voskhod,Cosmos 313,Russia,3,0
RVSN USSR,StatusRetired,150.0,Failure,Kazakhstan,Baikonur Cosmodrome,1969,11,28,9,Proton K/Block D,Zond (L1E),Kazakhstan,0,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1969,11,24,16,Cosmos-3M (11K65M),Cosmos 312,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1969,11,24,11,Cosmos-2I (63SM),Cosmos 311,Russia,3,0
CASC,StatusRetired,30.8,Failure,China,Jiuquan Satellite Launch Center,1969,,,,Long March 1,Test flight,China,0,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1969,11,15,8,Voskhod,Cosmos 310,Kazakhstan,3,0
NASA,StatusRetired,1160.0,Success,USA,Florida,1969,11,14,16,Saturn V,Apollo 12,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1969,11,12,11,Voskhod,Cosmos 309,Russia,3,0
